Ticker,Company,Industrykey,Category,Return_mean,Return_std,Return_skew,Volume_accum_mean,Volume_accum_std,Volume_accum_max,MarketCap_mean,MarketCap_std,MarketCap_min,MarketCap_max,Volume_Change_mean,Volume_Change_std,EPS_Change_mean,EPS_Change_std,NetWorth_Change_mean,NetWorth_Change_std,NIL_Change_mean,NIL_Change_std,Volatility_2Q_mean,Volatility_2Q_max,Avg_Return_2Q_mean,Avg_Volume_Change_2Q_mean,EPS_Volatility_2Q_mean,EPS_Volatility_2Q_max,Avg_EPS_Change_2Q_mean,NetWorth_Volatility_2Q_mean,NetWorth_Volatility_2Q_max,Avg_NetWorth_Change_2Q_mean,NIL_Volatility_2Q_mean,NIL_Volatility_2Q_max,Avg_NIL_Change_2Q_mean,Volatility_4Q_mean,Volatility_4Q_max,Avg_Return_4Q_mean,Avg_Volume_Change_4Q_mean,EPS_Volatility_4Q_mean,EPS_Volatility_4Q_max,Avg_EPS_Change_4Q_mean,NetWorth_Volatility_4Q_mean,NetWorth_Volatility_4Q_max,Avg_NetWorth_Change_4Q_mean,NIL_Volatility_4Q_mean,NIL_Volatility_4Q_max,Avg_NIL_Change_4Q_mean
A,Agilent Technologies,diagnostics-research,sp500,0.08966751987142882,0.12258679117652466,-1.1705938700184284,39146675.0,13486652.257562978,70839900.0,61557169077.87323,19892782383.06539,36615509880.06591,88500544128.41797,0.08672236810698133,0.49496915639436984,0.3867393081486932,1.0120176553954976,0.008343002382492332,0.027148620361398524,1.9405827518356429,3.5392574065851807,0.10051104734591325,0.2791666010117297,0.09597394414208447,0.0557590520297364,1.1710614691049328,3.8011767237298466,0.6090004844193035,0.020867979368160938,0.06485600600501133,0.008343002382492332,5.546511905568192,26.102582233515214,3.601229483465089,0.10789042518608638,0.17598760071663017,0.08955327131422201,0.0802914321659929,1.5772443346029679,3.024787805028194,0.5314033346492391,0.026425807035322546,0.03922026648325707,0.008343002382492332,8.637091751116612,18.5973049232142,4.241535871283387
AAPL,Apple Inc.,consumer-electronics,sp500,0.13286040952411465,0.19000705524071063,0.1177802057926233,3028811587.5,1505790486.4677398,6280072400.0,3096664566437.8354,2553571478232.569,698629416453.8065,8404368714492.1875,0.14592608284342584,0.6799958572345586,0.019812394572411962,0.5268239421584348,-0.054175542882530195,0.10551678808301533,0.14915200841158216,0.4791072450049078,0.18081672763332127,0.403367223476594,0.13650455893295388,0.12972931565145915,0.39645602726917867,0.8057106506056277,0.010761163107880063,0.0766157874933994,0.1965236102031262,-0.054175542882530195,0.4113359947848637,0.8245892664678027,0.13851182837425424,0.19098822783188207,0.24763415546920992,0.14224120053246062,0.12329877471400791,0.5599180657129036,0.6358454435447123,0.012999766986953022,0.10835108576506039,0.13896317743789233,-0.054175542882530195,0.5223488699874597,0.5453860079430767,0.13915098014768365
ABBV,AbbVie,drug-manufacturers-general,sp500,0.07962941930295563,0.17106826378567216,0.26340527484564386,189791075.0,76756271.71571341,368182500.0,256604350536.34644,133720632046.15614,134787850624.08447,529454336242.6758,0.14509773114461919,0.6849522807875523,0.19584686318122654,0.5823811279020065,0.14887803333795485,0.2802145773294703,0.18672392931856513,0.5726893783972699,0.18816283665194714,0.3080850699601822,0.07437481357223728,0.15362633784341995,0.330573721553951,0.8691347457601735,0.11977174428882886,0.21054533388596952,0.4875914459284446,0.14887803333795485,0.372309423123361,0.8916813048794286,0.12332899945318479,0.16838310497202666,0.22511095547180968,0.07294804911968511,0.13314381019653398,0.5477092141982507,0.7485749660149734,0.09237035722760004,0.2977560666759097,0.344779217864557,0.14887803333795485,0.553171021757239,0.7240765584505219,0.0940934608824692
ABT,Abbott Laboratories,medical-devices,sp500,0.0711175676327008,0.10798718564937505,-0.1058668038036509,149628950.0,72878656.26968081,311358400.0,354437821010.849,197792497858.2093,174974301177.97855,773913351313.9343,0.29967442677852263,1.0495116448092638,0.5332838597224312,0.7106861239227716,-0.0050223621568099425,0.05118733435837799,0.533155366533559,0.7119212651749502,0.09198356398057982,0.17763166766392255,0.06151058208191992,0.29088456175651883,0.6079025905155495,1.2265893036735842,0.45182352318396923,0.04733687167843597,0.17310496277235732,0.0034231814395755122,0.6096141461853511,1.2119470704429725,0.4517758514486402,0.09553586493283325,0.13277411281701149,0.057861242005228346,0.27694400277870007,0.8691198407385976,1.022872362134728,0.39711121985852293,0.06501577056293643,0.10021186535896148,0.00764595323776824,0.8703304172182857,1.0118048886986153,0.39676656665565985
ACGL,Arch Capital Group,insurance-diversified,sp500,0.018457996532210794,0.16773790498732102,-1.2781906273330124,48159687.5,11919853.232969595,67148900.0,33738703133.29799,20693902212.976955,13781397879.704266,67764495889.76471,0.1708472399645395,0.732736548391262,0.4100452949553227,0.9964903432530622,0.038355136946540025,0.08316687811342073,0.3828276131672703,0.9643189599144866,0.12057429929772265,0.2532284545126106,0.009548924982685503,0.1831393234085794,0.8158243032920125,2.217531174171669,0.4374168261225239,0.06406157824272231,0.15582111143546773,0.03913868612830499,0.8044621031337618,2.110987564482249,0.4133367674168372,0.15488527392881885,0.2356621656563952,0.01871156721743321,0.1942641479996688,0.923718248100159,1.428810827007066,0.41194324282604233,0.0865439064440488,0.1044184288171688,0.03953046071918748,0.902317530343379,1.3680674191788558,0.3913520423051351
ACN,Accenture,information-technology-services,sp500,0.10446669531539461,0.16909181897609052,-0.6755658163560844,56893150.0,20417304.623214662,105690400.0,283643309168.40576,160260237772.8865,151511625367.75836,650572346010.3864,0.155961100386607,0.6548575239001589,0.16193051936693356,0.5007260838047769,0.05788955900559431,0.10741953953305938,0.16238390074569165,0.496274156052661,0.13880291109735388,0.383828920142312,0.09195336948023315,0.1404913134289888,0.4201361147224378,1.1202145442462899,0.15539298910058974,0.08186819946550902,0.1730083635255511,0.05788955900559431,0.4141864825786417,1.1141806811464496,0.15524410399035943,0.1440127960885684,0.22816162553296776,0.08236596223000266,0.13872360002464457,0.4970206542635566,0.676855642649984,0.1446563342087041,0.12247187052685081,0.16276486909677032,0.05228698839268818,0.4910083305379552,0.6739371335590695,0.14389269087140436
ADBE,Adobe Inc.,software-application,sp500,0.0787080751875915,0.151276275256428,1.2326466748623357,75244437.5,24650939.67724659,126565500.0,467103844263.45825,225232543589.65402,245358869604.4922,917273942578.125,0.1940673908482472,0.6355964449222574,0.2684562550473566,0.6596135439961456,0.04804813714262654,0.09599482522172276,0.26789152267207034,0.6584613038787058,0.1397882420378194,0.2849271780393756,0.09176584597161905,0.14282085027172076,0.580470309176132,1.2595270161276553,0.26298540491294803,0.0679503271938649,0.18359258687217667,0.04804813714262654,0.5793306354777081,1.2609473913324687,0.261973595460496,0.15412561956617515,0.20344646327825122,0.09150370059578802,0.1229753735348553,0.7154937811317443,0.7578157758550099,0.2639733170666113,0.09609627428525308,0.12981956315289644,0.04804813714262654,0.7147767777905358,0.7586695306159044,0.26293232024534074
ADI,Analog Devices,semiconductors,sp500,0.07016210461211222,0.19077413542485072,0.1121089866281925,73437825.0,22098280.216326468,111734100.0,95734053834.88528,53130349648.537964,49990703050.6897,209565067559.50928,0.2367931086268026,0.6900186692707233,0.5014288436350346,0.6525216516274538,0.006280152944107997,0.016375404855891652,0.4022774521425878,0.7520919955818454,0.19020386302416217,0.4362510157382933,0.07110972519469555,0.2648603984835966,0.5741985840510054,1.5371763798928526,0.41504067773060094,0.008881477467334852,0.033015081715279664,0.006280152944107997,0.5872245488278531,1.5399087409901302,0.3458340565057176,0.1813535311061173,0.283959935290879,0.07155829395058416,0.20481170667571313,0.7834712076622133,0.9316258279791259,0.3626936886365401,0.012552299410421821,0.023345188162302244,0.0062922978205780244,0.8206511899575323,0.9324272693546736,0.30799224410663817
ADM,Archer Daniels Midland,farm-products,sp500,0.0642334076187491,0.13311251588016138,-1.976465150857504,64668312.5,18615888.75522639,103424900.0,50508010026.454926,28621228515.18768,24548522552.490234,111608727920.53223,0.028718963620476337,0.38361395467741555,0.38203211281426336,0.8207908257266168,0.025942583589113027,0.050048718321733895,0.38012512291590034,0.8180005061472495,0.10522256486882464,0.2692021384596091,0.06456051218486496,0.043069324164090886,0.7014883536206519,1.4149845660870781,0.36906770513644893,0.03668835355472133,0.09196229292791389,0.025942583589113027,0.6986537910533012,1.4025225357567357,0.3673702410516215,0.11556252305066976,0.19452190013552123,0.06238354086720707,0.03994144041782082,0.8859976571282018,0.9532842206959915,0.38740383442789533,0.051885167178226055,0.0650271609427916,0.025942583589113027,0.8839710417715773,0.9579375784884786,0.3870956229749303
ADP,Automatic Data Processing,software-application,sp500,0.062422942068578874,0.1501470227838556,-0.23076436347436713,44365162.5,19344802.821720615,86964200.0,139501807387.2884,77309705462.9237,69406930868.53027,293133650268.5547,0.13610871891189075,0.6763293339911326,0.2927736510079775,0.730033118234288,0.184717371152628,0.5790431064403555,0.2927299037190578,0.7307268658775307,0.13351991165696447,0.23111710024646154,0.05136902069318197,0.11999943692473201,0.6312926645131072,1.2831691975583022,0.2868169563192797,0.4176444734688521,1.41332623119144,0.1556384066621339,0.6339717831111362,1.2881915012164449,0.2870638175856001,0.13228420844883232,0.19946094759009653,0.043379748982393294,0.14432167482758917,0.8144247559014908,0.9874907839528436,0.29594911632804394,0.467706018394225,0.8540416904438106,0.14109892441688687,0.8150059784255462,0.988689749051409,0.2966124250039894
ADSK,Autodesk,software-application,sp500,0.07432504713268391,0.23242770910064398,1.4033772098266646,38256987.5,15197107.46025022,74123200.0,111531167177.96326,60434155462.38282,61552491534.42383,243448554638.67188,0.18312246634531507,0.757865380869614,0.2948049035760978,2.216368489220462,0.057034606912480273,0.1136357577794742,0.8003677603195984,2.2857176580695433,0.23335537290098218,0.481836897416437,0.09032936502439211,0.16353240952823656,1.9681497433718151,4.444671196029727,0.4484361884922989,0.08065911462024788,0.21681796993119606,0.057034606912480273,1.8757399117908817,4.8346064880352255,0.8724095959741236,0.22898120214821538,0.3173591377288011,0.0936974832936611,0.13517431007285097,1.6337290874955366,2.9404002710626735,0.3704886788482643,0.11406921382496055,0.1533134568214497,0.057034606912480273,2.4795658626259143,3.132159877138516,0.9102579991815027
AEE,Ameren,utilities-regulated-electric,sp500,0.026944803683270943,0.0637437313169228,0.7324823727273574,34643475.0,12126322.654309861,60463000.0,30487998936.462402,16784182634.315699,16324449726.867676,69297849414.0625,0.03154421962356874,0.39250450413934806,0.3344733633131262,0.8009772576474239,0.021270919467473698,0.04109752161000468,-1.1594505182977182,2.5404880286346723,0.049341722366342655,0.11222200821261641,0.018183070391270748,0.018198099478211167,0.6299187165313335,1.7559625871583233,0.3095967185762841,0.030081622795047197,0.0756889953110545,0.021270919467473698,1.7244277473060066,4.70716551366833,-1.2244534300536418,0.06107460452410234,0.08381970553386603,0.018362612389492352,0.06239295362848239,0.783940876603447,1.075770355757775,0.25668849822788786,0.042541838934947396,0.053520201845643434,0.021270919467473698,2.287897599557777,3.6819633389911837,-1.2600507193441193
AEP,American Electric Power,utilities-regulated-electric,sp500,0.00329438754424953,0.0725501808079812,-1.1738404502886661,69497762.5,21667071.317089014,118911500.0,61562163957.71145,30127871384.342632,33900314917.547607,127124174174.22131,0.16924446557811945,0.6916933167885511,0.35442410720058537,1.1707907010848173,0.045458716957164844,0.3074579682203087,0.2893293229155722,1.0578187073275,0.048842913179318645,0.11624490437004624,-0.002315363088720962,0.16425540285374615,1.0975800728027654,2.419387843188996,0.3628547543747697,0.2789748503976047,0.6991464272217421,0.04678023225447472,1.0366697785146406,2.1352931311766565,0.3256656522683575,0.0596207515959514,0.1015426118106887,0.0030631379534777625,0.1623038862657088,1.1291771015262297,1.6612886015026638,0.3938991629113322,0.3177391413172594,0.4091260850693563,0.04744098990312966,1.0504957432778612,1.5090198553625822,0.3659190600253343
AES,AES Corporation,utilities-diversified,sp500,0.051411524336729186,0.2022257848305507,-0.6051579600595943,129483050.0,35963839.375127904,176321600.0,23570409499.406815,15768380245.001713,12788766532.89795,58924143798.828125,0.037073801954282795,0.3482162127401983,-0.8443724259403297,2.333932299463531,0.0023893843766772255,0.029757283306417203,-0.8332974117284312,2.307743255197207,0.156797724227311,0.38140052300129995,0.06121274488325139,0.05572497164369523,1.4165059121452712,3.5105351813453343,-0.8436760995326211,0.02128388016359643,0.06895280354442326,0.005250111628296729,1.39714078332074,3.4525390184778955,-0.8311742499637251,0.19358621468263368,0.2816663032470314,0.07111109634723504,0.054227520682691266,1.6679908923008027,3.206151486077733,-0.4579127394321208,0.026489787462231035,0.04077357672548186,0.006680475254106481,1.6561827169095107,3.157137827592821,-0.4511817165474186
AFL,Aflac,insurance-life,sp500,0.03458415064673176,0.17515271911923505,-1.6452418266974307,87870650.0,30181331.005157102,157291400.0,60542075232.172806,35154063664.82117,30305034626.43433,132243073693.26782,0.09388082607444073,0.5799154269312006,0.36805040563373936,0.9633014642218141,0.04914237694903145,0.09320146705904896,0.672425878560023,1.915307211652356,0.12714484452147495,0.28999602685169573,0.02768338958953445,0.08833703985741763,0.8476770244035079,1.5670761689160755,0.4329942600373395,0.06949781596857124,0.16567070054481509,0.04914237694903145,1.5698618869728846,4.397946498383169,0.7089098542932262,0.15069714440577187,0.2443290559077853,0.024610166695044337,0.10960147216023743,0.9037541326527254,1.2467948468519092,0.3793665230144754,0.0982847538980629,0.11714687579916461,0.04914237694903145,2.0310502894255427,2.868473376423667,0.7271518421598278
AIG,American International Group,insurance-diversified,sp500,0.06545187999364453,0.28508570525766,-1.2867456438653944,133688887.5,58633990.183837846,263930500.0,62589820671.33414,37232631930.01011,28300407045.56142,144284426889.32053,0.15765276746971124,0.7498337834193809,-25.66096702636506,70.0629444928926,0.02164628015814969,0.0626024153373862,-37.336246716357536,103.11750693458558,0.24400621382874405,0.5801992329884993,0.058287074746449015,0.17570749174866535,36.551291701430166,140.00453342482135,-26.23666665323073,0.0318079806908578,0.12484088733088144,0.02164628015814969,53.098695828588994,206.1198728338252,-37.91801539221571,0.26167874747775266,0.4169007286477307,0.054425084957370584,0.16238181745616134,51.64612985087941,99.67447944788695,-26.388429749745413,0.044983277684712636,0.08827583800101202,0.02164628015814969,75.04874951996953,146.43169892912417,-38.0750842468586
AIZ,Assurant,insurance-property-casualty,sp500,0.03297961117911467,0.11648852382151145,-1.045581351774327,9760862.5,2469873.973035582,14469500.0,15162105801.585104,8461219941.050185,7369933409.757751,31556535720.600647,0.08939795565469617,0.4270732999214268,0.1116766121834099,0.6307784685330555,0.01934665498741986,0.03911708509444704,0.11714923560001486,0.6202133059876317,0.08307329908135147,0.1761727912952282,0.036392414077342804,0.0554088931658862,0.7654822433856936,1.595107698990668,0.1930788763216202,0.027360301869762245,0.0755051593226329,0.01934665498741986,0.7282073930667367,1.4002240847769538,0.18182046254759016,0.11276004558206149,0.17176493737747467,0.04967163017857207,0.03182549346686464,0.7711838215208812,1.0181054515902184,0.2345170835073483,0.03869330997483972,0.05339021017160439,0.01934665498741986,0.7278579890148931,0.91462905643861,0.22275051711880275
AJG,Arthur J. Gallagher & Co.,insurance-brokers,sp500,0.08417488061806928,0.10933951245978525,-1.3127181519155466,24002475.0,5926498.62271139,34943800.0,42774976017.88838,22305960808.68058,21366248703.00293,89379734829.71191,0.11701886432597038,0.5416868109047481,0.09208752049374026,0.3347989562375263,0.14515420592806325,0.6164717956209046,0.09381948952440582,0.3277608660996661,0.10364714464651575,0.2418305587618402,0.07938494942899045,0.12265669129834958,0.2724433428417716,0.6469109180033811,0.08822164767475407,0.48437511999765237,1.4649282635558565,0.15167943781339657,0.26596566482729955,0.6344085713735328,0.09031441300453637,0.10515511362991567,0.15565595912735747,0.07468471835265292,0.11037377015008998,0.35834270849713157,0.4138888242745715,0.08402379769683642,0.5747668757582277,0.8765428852528132,0.14273921179371107,0.35082138726560513,0.40817537607688165,0.08625825900412144
AKAM,Akamai Technologies,software-infrastructure,sp500,0.04281721777965057,0.09850413984311021,-0.14164652522171084,35514775.0,11697707.15723507,57273300.0,35231841857.54013,18569664335.00434,17566086522.583004,66027940188.7207,0.08196611339118191,0.5170432605606496,0.29622498016781784,0.7047788426988337,0.038528973356887736,0.07147269275831516,0.2950933349855466,0.7081549389547172,0.09808556229280517,0.17483977450912963,0.03195766437397997,0.06774183627671225,0.6098783032938078,1.3391638199153408,0.29603329801168404,0.05448819666562227,0.11469604717595545,0.038528973356887736,0.6171009210636255,1.3449852766919883,0.2958842723614672,0.09805450529651037,0.11856733387613108,0.04089695998977322,0.1044134243558487,0.7692322573247612,0.8472497911733834,0.3171940780470236,0.07705794671377547,0.08110235273341027,0.038528973356887736,0.7700669409449061,0.8449066252663859,0.31494562227173833
ALB,Albemarle Corporation,specialty-chemicals,sp500,0.1862025027665814,0.2650384189867319,0.3555526868489997,28700112.5,8997210.44744068,49069500.0,26200376142.995834,15055156185.799633,11822447246.09375,58519341717.40723,0.045971040496070106,0.4033294877332605,0.5662957272651002,0.7035967376780853,0.05244452433534942,0.18851264549702312,0.5560545367113041,0.6789585245589349,0.24722641956480007,0.46939137660667724,0.18540408191028906,0.05402345968194439,0.6207633749456294,1.7504698203541735,0.49170279736395117,0.15391489317540183,0.4310404064875625,0.05383849418950036,0.6032717173148145,1.6531527259069059,0.4814635732423089,0.24812102878474113,0.37136042406154773,0.15653546316610895,0.049617947825713646,0.8912944312906563,1.414509600919502,0.48931082531085746,0.19386723940283065,0.252468578486936,0.05453547911657583,0.8736045248599201,1.3891588279371019,0.4777577934234207
ALGN,Align Technology,medical-instruments-supplies,sp500,0.1555817151001897,0.325960543325657,0.1375061212103036,16329362.5,7361776.96909371,31544400.0,70679238368.60657,44588914957.40714,34791382763.18359,170239712250.0,0.11983271779983512,0.6761621632914876,0.5384209525815656,1.2867315392137018,0.18459036038872428,0.49270719647587896,0.525745876889875,1.2578770844013996,0.3157486795883812,0.6747972930093473,0.19025279114338897,0.07924345762054888,1.0202230482614818,2.0725442714348423,0.5691951767427899,0.2610501911450712,0.9915565151319938,0.18459036038872428,0.9991373943506001,1.9939306600460291,0.5563902008891947,0.34757625391303326,0.5303201148071159,0.17565688454483638,0.08892343914679596,1.2461930908906427,1.6042815598774713,0.6455503044701016,0.36918072077744857,0.7011363357795344,0.18459036038872428,1.2197773559204634,1.5491149887206546,0.6324552369860738
ALL,Allstate,insurance-property-casualty,sp500,0.01755329915315905,0.1151901636357423,-0.3275704423479435,45176825.0,11677660.836063996,66906300.0,64633029076.13119,35735145292.875916,33638587544.25049,129292824133.3008,0.10783192534879325,0.45696262913992314,0.3798326033986171,1.002926170883903,0.04776973001301557,0.08978171042489494,0.37164887495998944,0.9691185643089307,0.10329485548066003,0.17214499151621476,0.024342846113445255,0.09101782116731924,0.7507414778016696,2.2175907901342953,0.3624520443298821,0.0675566000553077,0.1554758998048124,0.04776973001301557,0.7346049720403363,2.137371925090676,0.3512353946061815,0.10671761280232576,0.14942628333327895,0.031732142837346135,0.09023164236417527,0.8820274107182949,1.404344528808889,0.2954011324059257,0.09553946002603114,0.10993806306306309,0.04776973001301557,0.8667506005590371,1.3367899112975727,0.2876043859720013
ALLE,Allegion,security-protection-services,sp500,0.01776839683030864,0.1722581718574288,-1.2925012520601733,17750500.0,3773047.511627703,23675100.0,23090753660.88867,14387949530.270662,10319520683.288574,43609561907.958984,0.17668826800447407,0.5036257618595548,0.14219666814094062,0.9881483040918633,0.22886933321264308,0.4657761982621991,0.1412157789993779,0.982710854389068,0.1819778613072508,0.32752272456650317,0.029917589408012545,0.14486304373234957,0.7180235174574976,1.475177154535544,0.23267285861713108,0.44474451998770553,0.9765577095768002,0.14987540583475686,0.7131217879908666,1.463281449877027,0.23159053670258353,0.1836845635509255,0.23001197884240387,0.024553026970036213,0.1266075803789914,0.9343238460604066,1.0013346239874024,0.3510860094444724,0.5066558006412918,0.586603472149719,0.13102547002587692,0.9279486708113949,0.9940657029084712,0.34782448359205753
AMAT,Applied Materials,semiconductor-equipment-materials,sp500,0.1586288163839326,0.2778877823001358,0.024890755033925623,183681937.5,52921405.17899937,278980900.0,180390292187.37283,129371485459.28818,71281850977.57974,469082012207.03125,0.13733120999040838,0.595310048814972,0.21044851084821536,0.6277801642378358,0.06097516435354272,0.11531685013375101,0.2164357633836172,0.6420999455498189,0.25740395455816123,0.4041294409603123,0.15882255202405032,0.13382661937841864,0.5949819808625495,1.1517681608942418,0.23632824217636678,0.08623190439670861,0.203506261349525,0.06097516435354272,0.6259078979952654,1.1629904698596225,0.24488100285662995,0.26810944000495607,0.3197554758432702,0.17427490768582407,0.12478045859574335,1.0326843435123776,3.474399835569108,0.4614564856494312,0.12195032870708544,0.1439006574141709,0.06097516435354272,1.0277219465966119,3.3125838325752657,0.4592701057909212
