Ticker,Company,Industrykey,Category,Avg_EPS_Change_4Q_mean,Avg_NIL_Change_4Q_mean,NetWorth_Change_mean,NetWorth_Volatility_2Q_max,Volume_accum_max,MarketCap_max,MarketCap_min,Volume_Change_std,EPS_Volatility_2Q_max,Return_mean,Volatility_2Q_max,Return_skew
A,Agilent Technologies,diagnostics-research,sp500,-0.4333922399717771,3.311448740377201,-0.6608824833479691,-0.22512055044418944,-0.24172394885256096,-0.284984290556931,0.23971042014343183,-0.6661838210190432,0.03185417113730456,0.7954589965842269,-0.7137560342408,0.21770311069629417
ABBV,AbbVie,drug-manufacturers-general,sp500,-0.09113984124111793,0.04979806173394968,1.072162859061499,0.1419364987139502,0.6174909575577132,1.0698711602182054,3.091809092327355,0.2759220771728054,-0.2976349760226124,0.10512246622938788,-0.8733868467005652,0.7351452350020071
ABT,Abbott Laboratories,medical-devices,sp500,1.0268431272881353,0.8919250082458181,0.9670700341898133,0.21251793394711851,0.4693854453893128,1.3434714470352216,2.3613834203978032,-1.2773337888254859,0.06856700937758238,0.5364051701679485,-0.8153606689802597,0.042726038934280994
ACGL,Arch Capital Group,insurance-diversified,sp500,-0.3084265973200043,-0.1628650402014385,0.35705846484858567,0.012921459696971647,-0.2604368294797932,-0.48329912359709787,-0.3621228075554835,0.8020553423712867,-0.2673473003504652,-0.12828195497339687,-0.7680023449901054,0.3255141321183956
ACN,Accenture,information-technology-services,sp500,-0.095464928323778,-0.13530618440087083,0.05434247090516292,-0.08225483768384798,-0.2236523844343707,0.965038674097556,2.8270905621962696,-1.0640970072210882,-0.2794643361256686,0.5183287749993929,-0.42286622273405516,-0.38621799468466395
ADBE,Adobe Inc.,software-application,sp500,0.17523938802304329,0.11869506804303073,-0.006941035612729284,-0.26366920235442914,-0.09958781504429016,1.4609035551577971,2.237943334172177,-1.0839684483547396,-0.27514628932536495,1.928179125004207,-0.675280230698989,-0.8388820443857478
ADI,Analog Devices,semiconductors,sp500,-0.16111658032360593,-0.020879862479196033,2.0789702900797846,0.5144054797738886,-0.04337210892200417,-0.1271720299319997,0.286419916367304,-1.1245993634116511,-0.34638109479313317,0.4988407002124017,-0.815959059876828,0.7938552564326908
ADM,Archer Daniels Midland,farm-products,sp500,0.27153116836187463,0.23583429975887973,-0.601973956972286,-0.2904718851645589,-0.03988295899463356,-0.344936050914477,0.517638649132132,-1.2767160600692413,-0.29550602774996737,-0.8416999573741979,-0.8725201580813665,-0.2988854324043615
ADP,Automatic Data Processing,software-application,sp500,0.16899281054152823,0.10985682891966549,-0.8785066583711728,-0.19182979392806787,-0.23415748054090832,0.30680051187004315,1.3911957934344077,-0.10457906268389068,-0.2797721180829261,0.5296128193049625,-0.6420464216139443,0.42109948410834835
ADSK,Autodesk,software-application,sp500,-3.738189527015138,-3.4136440156803913,-0.617228316948949,-0.2619933474078391,-0.2215765218157383,-0.12693170584700347,0.27858581941097976,-0.8772845925050323,0.6185170938662061,2.206065496110492,-0.12025837534006263,0.215640526902385
AEE,Ameren,utilities-regulated-electric,sp500,0.1537787424001419,0.3977873695301335,-0.22758310205637328,-0.295408051011275,-0.34234150159438054,-0.44837772707491746,-0.07614607611202479,-1.4458926855155878,-0.2881831289613257,0.18078629061137358,-1.3273736102507596,0.1717775099402074
AEP,American Electric Power,utilities-regulated-electric,sp500,0.8274004109519153,0.1260987880452146,-0.46824947945543766,-0.07411439744305143,-0.19833855299252415,-0.1603499729280164,0.6294850767196816,-1.346938213000235,0.1566739829145548,0.005130278946236528,-1.3686414538720917,-0.22675551604953265
AES,AES Corporation,utilities-diversified,sp500,-2.5522581232298513,-2.697595654323634,-0.7019217727109052,-0.23728857548390955,0.1671014045757278,-0.5366092618999095,-0.24854451362189695,-1.4602374769646855,0.49147620978969386,0.6572402558035317,-0.7216666059476426,1.4701312176161137
AFL,Aflac,insurance-life,sp500,-0.03783946358145976,-0.048901974473613496,1.3464605020900486,0.8589128803966543,-0.07347322413701,-0.14718869611918015,0.11078394558827748,-0.8275111423611662,-0.29712447893524474,0.09593828695345119,-1.3439046343953456,0.3874629544185838
AIG,American International Group,insurance-diversified,sp500,-3.9646484880430752,-3.7958886516731356,-1.341471829158385,-0.253563739049775,0.34815896596300366,0.2537543721408219,1.5650707627770888,0.2560004919981075,0.3100538336342716,-1.3332459695099625,-0.6256574151921142,-0.055199962803587445
AIZ,Assurant,insurance-property-casualty,sp500,0.5435095529920522,0.5139445344213378,-0.28206351116600414,0.03166415105228733,-0.42870438431685215,-0.6027730144969254,-0.25081296523887453,0.47654349334913215,-0.06192241193606486,-0.025655306462185008,-1.04411882045733,-0.8928471169945564
AJG,Arthur J. Gallagher & Co.,insurance-brokers,sp500,1.2095835358550042,1.0816752140942725,31.38530357603254,11.829050651439081,-0.38698649917991135,-0.47571528612493713,-0.2722847704209791,-0.6076623615917663,0.07047827854396249,0.677316070738704,-1.1940505527678251,-0.2511417864009485
AKAM,Akamai Technologies,software-infrastructure,sp500,-0.04363417444600893,-0.0832485508757682,-0.37686813518730766,-0.3047046480342325,-0.23767851911955726,-0.48713786821122723,0.018778448758042642,0.12251449511506926,-0.32015429121877037,-0.6427986239997725,-0.5943707477979615,0.5890607993131866
ALB,Albemarle Corporation,specialty-chemicals,sp500,1.3328748036038833,1.261922310797962,1.6217887039573913,0.6884968420328272,-0.27885341138889763,-0.5163071938725978,-0.2927703989917035,0.49444257751666876,0.1664112855870943,0.23660938132863524,-0.20688826616321404,-0.2845075523532554
ALGN,Align Technology,medical-instruments-supplies,sp500,-0.12566053292544357,-0.16480715697761786,0.291323937931428,-0.2459241695926624,-0.3536411565952699,-0.3155776954455113,-0.22091288369652773,1.5345495171271617,-0.3083218538829279,3.3868691218854137,1.2129791552808258,-1.4684198877418126
ALL,Allstate,insurance-property-casualty,sp500,0.08053478365672957,0.028603702746938516,-0.05956585496813439,0.24807910607394315,-0.28083493674749826,-0.21585988550835405,0.8213164761025166,-1.270224284340823,-0.301585069276752,0.25928378806570646,-0.7990132964638198,-1.9154152582587471
AMAT,Applied Materials,semiconductor-equipment-materials,sp500,0.9107196021891782,0.7729861991041,-0.5824676710677293,-0.1834446402860866,0.9039830296215742,0.2092574120994994,0.6408361224346193,-1.668988739505111,0.11744485827657561,2.3369265671132777,-0.08425818503979669,-1.050049203023533
AMD,Advanced Micro Devices,semiconductors,sp500,12.760890141528183,7.5752654692845836,-0.1405098840728407,-0.1900040106769713,13.039516201858609,-0.2836663218765202,-0.40566291477165445,0.2820231836114729,3.8454915046303335,8.948641149524718,3.2417095794184663,0.5077822560032462
AME,Ametek,specialty-industrial-machinery,sp500,-0.06369104862501915,-0.09470136047052072,-0.0716248031291235,-0.21358847571590875,-0.3325490282643267,-0.3887946562236862,0.12556040310325878,-1.281996849003048,-0.31539374738811526,0.1323574119809809,-0.5688595610673599,-0.24493714555328314
AMGN,Amgen,drug-manufacturers-general,sp500,-0.12484020408273308,-0.32209658194409,-0.5254062364203884,-0.24828334271919136,0.16220561080863533,1.0892104918771834,4.410567628372015,0.8031737935872227,-0.3214642434111158,0.1560353501553772,-0.9036334326771224,0.665309681006918
AMP,Ameriprise Financial,asset-management,sp500,-0.1487670245569589,-0.17605946784990728,-1.17319689463704,-0.2072728660446414,-0.3726122467182697,-0.3610147297289682,0.36077337344752397,-0.848551926084597,-0.3221109210151069,0.021100892921417355,-0.03244628379894703,-1.0885538878579217
AMT,American Tower,reit-specialty,sp500,-0.19798723299831597,-0.2427721997390189,5.754302209185167,1.6224782741864623,-0.2784446165954268,0.4816878685660968,1.2305351864501333,-1.0416121716383155,-0.31214771093844107,0.9518861291659835,-1.1193666914016283,1.3940819971523088
AMZN,Amazon,internet-retail,sp500,1.3762161632551349,-3.6881055000688336,2.283023489440955,0.34085559927025105,13.186549901025709,0.01780159985336418,0.37563103305764484,0.0667198627080622,1.3624908406333014,1.8787465540206976,-0.31873872219987803,-1.005990618164333
ANET,Arista Networks,computer-hardware,sp500,-1.6579574582266805,-1.6396837500562809,1.8416652344976796,-0.07815671714280248,1.381025737399096,-0.6647733097922164,-0.5251545246045882,-0.8323585102452821,0.743385546618835,1.9972951946412667,0.5804436932263171,0.40139869165075304
AON,Aon plc,insurance-brokers,sp500,-0.014245837948972068,-0.13766149660908422,-1.1188481799432997,-0.2531811996940026,-0.37461193089218164,-0.0294880722356314,1.0058388842317285,-1.2754843324934155,-0.20128026649364214,0.6256382833681289,-1.059169800243166,-0.2318043897523815
AOS,A. O. Smith,specialty-industrial-machinery,sp500,-0.2071063628652491,-0.09997072643298605,0.12595548256405537,-0.08594680352783454,-0.3555451748153468,-0.5323203088885619,-0.35786676312408444,-0.8407852599897078,-0.3138407388129032,-0.33060345934624713,-0.29033233519003776,0.09210867249574839
