Ticker,Company,Industrykey,Category,Avg_EPS_Change_4Q_mean,Avg_NIL_Change_4Q_mean,NetWorth_Change_mean,NetWorth_Volatility_2Q_max,Volume_accum_max,MarketCap_max,MarketCap_min,Volume_Change_std,EPS_Volatility_2Q_max,Return_mean,Volatility_2Q_max,Return_skew
A,Agilent Technologies,diagnostics-research,sp500,-0.07624425536825663,4.114503512639896,-0.4055235876272936,-0.22512055044418944,-0.21294665556354025,0.0053734510599790794,0.23971042014343183,-0.5309470492929976,0.03185417113730456,0.09111590169166361,-0.48357976987189616,0.0960132434038135
ABBV,AbbVie,drug-manufacturers-general,sp500,0.47192728468616796,0.45538273087709447,0.8048405767703315,0.1419364987139502,1.1039775779908994,5.189856131619109,3.091809092327355,0.11330061242678555,0.24374950249205124,0.5012647458463163,-0.3409676466067149,0.625315854984772
ABNB,Airbnb,travel-services,sp500,10.113777322307877,7.142249485262137,1.3990254102536879,-0.0032761249926982574,0.39664477443583557,1.0257742276404924,0.8955823760430307,-1.0211035819311007,1.2860210714681646,-1.2245229293205837,0.4430612078309575,-0.22878865092234796
ABT,Abbott Laboratories,medical-devices,sp500,0.48491310635422863,0.39875144986465755,0.1575174104893619,0.21251793394711851,0.8523048128374339,3.0256662584524365,2.3613834203978032,0.5886282663130763,0.06856700937758238,-0.12021918891155163,-0.632657724150721,0.11956064382850916
ACGL,Arch Capital Group,insurance-diversified,sp500,0.21353176459343937,0.21009296118851878,0.37429789913446987,0.012921459696971647,-0.2292940183230286,-0.10384568754000013,-0.3621228075554835,0.4920009977769325,-0.22277366515848734,0.06208056081898821,-0.5440191277306876,-0.042159540036882624
ACN,Accenture,information-technology-services,sp500,-0.22216045706403856,-0.2538583190262708,0.270070355780681,-0.08225483768384798,0.03945423379411379,2.7687901039759235,2.8270905621962696,-0.14929462860895024,-0.2794643361256686,-0.16442637078827468,0.03256496737807043,0.05976725003967333
ADBE,Adobe Inc.,software-application,sp500,0.09810933875824862,0.04692506378878985,-0.00735766482752762,-0.2018406111336079,0.033860875780307824,3.108039065807323,2.237943334172177,-0.22910535302180002,-0.20273439690804496,0.2203946140577742,-0.21763330748298376,0.07634160248924628
ADI,Analog Devices,semiconductors,sp500,0.0864616294852063,0.0742716305383297,1.4159267859837121,0.5144054797738886,-0.03182708846544544,0.9259270413221401,0.286419916367304,-0.39965211274389695,-0.18745623466583883,0.39198519761947853,0.29108578921961714,0.6802066473885755
ADM,Archer Daniels Midland,farm-products,sp500,0.08630564331834994,0.04870058398761883,-0.36751781844457154,-0.26847577267918415,0.07518059567420392,0.0519478340637713,0.517638649132132,-0.18278163743930334,-0.29550602774996737,-0.7032752153961932,-0.19067984074997973,0.3426877071078165
ADP,Automatic Data Processing,software-application,sp500,0.04877338744939981,0.0,-4.340677161377276,1.9438594400515838,-0.14153246392365462,1.3227447614244343,1.3911957934344077,0.0005198680094223888,-0.2797721180829261,-0.058206662845462144,-0.6420464216139443,0.4966445180419463
ADSK,Autodesk,software-application,sp500,-1.4819404048934943,-0.6436624480737584,0.031027811805451222,-0.177678528134091,-0.19840498768268736,0.3090603865262143,0.27858581941097976,0.15495153205460127,0.6185170938662061,0.7250083999470314,0.51589365815015,1.1766874317660214
AEE,Ameren,utilities-regulated-electric,sp500,0.058303255620425654,-0.7770196487232428,-0.07659587078815232,-0.27587104243352545,-0.25890573132049893,-0.2624921793485289,-0.07614607611202479,-0.8541339085427397,-0.2693651374988967,-0.35465569959994964,-0.9217630505732686,1.0428542097430245
AEP,American Electric Power,utilities-regulated-electric,sp500,0.36398060002849014,0.8207316233934245,0.09459412779108985,0.173079210230629,-3.8532120294648743e-05,0.22408975936468306,0.6294850767196816,-0.14647004309255146,0.1566739829145548,-0.43056798872769175,-0.8554947379585309,0.028204723191422414
AES,AES Corporation,utilities-diversified,sp500,-3.6332056870251566,-3.560409255675408,-0.29555979563915213,-0.03367791315964757,0.8464572314092701,-0.4471359788627715,-0.24854451362189695,-0.5327794249495816,0.49147620978969386,-0.31282657692018057,0.02894659204698327,-0.23334855390038195
