filed_date,fiscal_year,form,fiscal_period,company,ticker,category,quarter,year,date,industrykey,sectorkey,close,volume,Revenue,NetIncomeLoss,OperatingIncomeLoss,Assets,Liabilities,StockholdersEquity,IncomeTaxExpenseBenefit,CommonStockSharesOutstanding,Assets_lag1,CommonStockSharesOutstanding_lag1,IncomeTaxExpenseBenefit_lag1,Liabilities_lag1,NetIncomeLoss_lag1,OperatingIncomeLoss_lag1,StockholdersEquity_lag1,Revenue_lag1,close_lag1,volume_lag1
2011-10-31,2011,10-Q,Q3,Herbalife,HLF,mlm,3,2011,2011-09-30,packaged-foods,consumer-defensive,25.37055015563965,4300200.0,3334400000.0,212930000.0,281269000.0,1232220000.0,745008000.0,487212000.0,62048000.0,117800000.0,1232220000.0,117800000.0,42169000.0,745008000.0,134046000.0,180314000.0,487212000.0,3334400000.0,27.181718826293945,1700800.0
2012-02-21,2011,10-K,FY,Herbalife,HLF,mlm,4,2011,2011-12-31,packaged-foods,consumer-defensive,24.540632247924805,1252000.0,3334400000.0,203346000.0,296031000.0,1232220000.0,745008000.0,241731000.0,87582000.0,120500000.0,1232220000.0,117800000.0,62048000.0,745008000.0,212930000.0,281269000.0,487212000.0,3334400000.0,25.37055015563965,4300200.0
2012-04-30,2012,10-Q,Q1,Herbalife,HLF,mlm,1,2012,2012-03-31,packaged-foods,consumer-defensive,32.83202362060547,2882800.0,3334400000.0,88019000.0,123400000.0,1446209000.0,886021000.0,560188000.0,32733000.0,115800000.0,1232220000.0,120500000.0,87582000.0,745008000.0,203346000.0,296031000.0,241731000.0,3334400000.0,24.540632247924805,1252000.0
2012-07-30,2012,10-Q,Q2,Herbalife,HLF,mlm,2,2012,2012-06-30,packaged-foods,consumer-defensive,23.208194732666016,4076200.0,3334400000.0,199199000.0,276574000.0,1446209000.0,886021000.0,560188000.0,73872000.0,115800000.0,1446209000.0,115800000.0,32733000.0,886021000.0,88019000.0,123400000.0,560188000.0,3334400000.0,32.83202362060547,2882800.0
2012-10-29,2012,10-Q,Q3,Herbalife,HLF,mlm,3,2012,2012-09-30,packaged-foods,consumer-defensive,22.89482307434082,3260000.0,3334400000.0,307221000.0,427921000.0,1446209000.0,886021000.0,560188000.0,116852000.0,115800000.0,1446209000.0,115800000.0,73872000.0,886021000.0,199199000.0,276574000.0,560188000.0,3334400000.0,23.208194732666016,4076200.0
2013-02-19,2012,10-K,FY,Herbalife,HLF,mlm,4,2012,2012-12-31,packaged-foods,consumer-defensive,16.014554977416992,32691000.0,3334400000.0,299215000.0,387512000.0,1446209000.0,886021000.0,359311000.0,80880000.0,117800000.0,1446209000.0,115800000.0,116852000.0,886021000.0,307221000.0,427921000.0,560188000.0,3334400000.0,22.89482307434082,3260000.0
2013-04-29,2013,10-Q,Q1,Herbalife,HLF,mlm,1,2013,2013-03-31,packaged-foods,consumer-defensive,18.34378433227539,4572200.0,3334400000.0,108162000.0,154105000.0,1703944000.0,1283189000.0,420755000.0,44570000.0,106900000.0,1446209000.0,117800000.0,80880000.0,886021000.0,299215000.0,387512000.0,359311000.0,3334400000.0,16.014554977416992,32691000.0
2013-07-29,2013,10-Q,Q2,Herbalife,HLF,mlm,2,2013,2013-06-30,packaged-foods,consumer-defensive,22.260406494140625,5399600.0,3334400000.0,292883000.0,340811000.0,1463075000.0,914931000.0,548144000.0,87212000.0,106900000.0,1703944000.0,106900000.0,44570000.0,1283189000.0,108162000.0,154105000.0,420755000.0,3334400000.0,18.34378433227539,4572200.0
2013-10-28,2013,10-Q,Q3,Herbalife,HLF,mlm,3,2013,2013-09-30,packaged-foods,consumer-defensive,34.5626106262207,11095400.0,3334400000.0,292883000.0,501654000.0,1463075000.0,914931000.0,548144000.0,87212000.0,106900000.0,1463075000.0,106900000.0,87212000.0,914931000.0,292883000.0,340811000.0,548144000.0,3334400000.0,22.260406494140625,5399600.0
2014-02-18,2013,10-K,FY,Herbalife,HLF,mlm,4,2013,2013-12-31,packaged-foods,consumer-defensive,39.174537658691406,2007600.0,3334400000.0,414959000.0,562270000.0,1724143000.0,1328660000.0,473996000.0,144820000.0,115800000.0,1463075000.0,106900000.0,87212000.0,914931000.0,292883000.0,501654000.0,548144000.0,3334400000.0,34.5626106262207,11095400.0
2014-04-28,2014,10-Q,Q1,Herbalife,HLF,mlm,1,2014,2014-03-31,packaged-foods,consumer-defensive,28.63500022888184,4998400.0,3334400000.0,118873000.0,168921000.0,2473701000.0,1922255000.0,551446000.0,44675000.0,101100000.0,1724143000.0,115800000.0,144820000.0,1328660000.0,414959000.0,562270000.0,473996000.0,3334400000.0,39.174537658691406,2007600.0
2014-07-28,2014,10-Q,Q2,Herbalife,HLF,mlm,2,2014,2014-06-30,packaged-foods,consumer-defensive,32.27000045776367,1988600.0,3334400000.0,262035000.0,361278000.0,2473701000.0,1922255000.0,551446000.0,88311000.0,101100000.0,2473701000.0,101100000.0,44675000.0,1922255000.0,118873000.0,168921000.0,551446000.0,3334400000.0,28.63500022888184,4998400.0
2014-11-03,2014,10-Q,Q3,Herbalife,HLF,mlm,3,2014,2014-09-30,packaged-foods,consumer-defensive,21.875,3832200.0,3334400000.0,403985000.0,553418000.0,2473701000.0,1922255000.0,551446000.0,133775000.0,101100000.0,2473701000.0,101100000.0,88311000.0,1922255000.0,262035000.0,361278000.0,551446000.0,3334400000.0,32.27000045776367,1988600.0
2015-02-26,2014,10-K,FY,Herbalife,HLF,mlm,4,2014,2014-12-31,packaged-foods,consumer-defensive,18.850000381469727,2937600.0,3334400000.0,464000000.0,661400000.0,2473700000.0,1922300000.0,548200000.0,186900000.0,106900000.0,2473701000.0,101100000.0,133775000.0,1922255000.0,403985000.0,553418000.0,551446000.0,3334400000.0,21.875,3832200.0
2015-05-05,2015,10-Q,Q1,Herbalife,HLF,mlm,1,2015,2015-03-31,packaged-foods,consumer-defensive,21.3799991607666,2576600.0,3334400000.0,74600000.0,127500000.0,2374900000.0,2709300000.0,-334400000.0,34800000.0,92200000.0,2473700000.0,106900000.0,186900000.0,1922300000.0,464000000.0,661400000.0,548200000.0,3334400000.0,18.850000381469727,2937600.0
2015-08-05,2015,10-Q,Q2,Herbalife,HLF,mlm,2,2015,2015-06-30,packaged-foods,consumer-defensive,27.545000076293945,2390200.0,3334400000.0,194200000.0,324000000.0,2374900000.0,2709300000.0,-334400000.0,90200000.0,92200000.0,2374900000.0,92200000.0,34800000.0,2709300000.0,74600000.0,127500000.0,-334400000.0,3334400000.0,21.3799991607666,2576600.0
2015-11-03,2015,10-Q,Q3,Herbalife,HLF,mlm,3,2015,2015-09-30,packaged-foods,consumer-defensive,27.25,2754800.0,3334400000.0,205400000.0,351500000.0,2374900000.0,2709300000.0,-334400000.0,76900000.0,92200000.0,2374900000.0,92200000.0,90200000.0,2709300000.0,194200000.0,324000000.0,-334400000.0,3334400000.0,27.545000076293945,2390200.0
2016-02-25,2015,10-K,FY,Herbalife,HLF,mlm,4,2015,2015-12-31,packaged-foods,consumer-defensive,26.809999465942383,1273000.0,3334400000.0,527500000.0,735300000.0,2355000000.0,2689400000.0,395500000.0,189200000.0,101100000.0,2374900000.0,92200000.0,76900000.0,2709300000.0,205400000.0,351500000.0,-334400000.0,3334400000.0,27.25,2754800.0
2016-05-05,2016,10-Q,Q1,Herbalife,HLF,mlm,1,2016,2016-03-31,packaged-foods,consumer-defensive,30.780000686645508,3938200.0,3334400000.0,78200000.0,135600000.0,2477900000.0,2531400000.0,-53500000.0,33600000.0,92700000.0,2355000000.0,101100000.0,189200000.0,2689400000.0,527500000.0,735300000.0,395500000.0,3334400000.0,26.809999465942383,1273000.0
2016-08-03,2016,10-Q,Q2,Herbalife,HLF,mlm,2,2016,2016-06-30,packaged-foods,consumer-defensive,29.26499938964844,2692600.0,3334400000.0,161000000.0,279400000.0,2477900000.0,2531400000.0,-53500000.0,70900000.0,92700000.0,2477900000.0,92700000.0,33600000.0,2531400000.0,78200000.0,135600000.0,-53500000.0,3334400000.0,30.780000686645508,3938200.0
2016-11-01,2016,10-Q,Q3,Herbalife,HLF,mlm,3,2016,2016-09-30,packaged-foods,consumer-defensive,30.9950008392334,2312400.0,3334400000.0,254600000.0,441000000.0,2477900000.0,2531400000.0,-53500000.0,114800000.0,92700000.0,2477900000.0,92700000.0,70900000.0,2531400000.0,161000000.0,279400000.0,-53500000.0,3334400000.0,29.26499938964844,2692600.0
2017-02-23,2016,10-K,FY,Herbalife,HLF,mlm,4,2016,2016-12-31,packaged-foods,consumer-defensive,24.06999969482422,1935000.0,3334400000.0,308700000.0,513500000.0,2477900000.0,2531400000.0,551400000.0,112600000.0,92200000.0,2477900000.0,92700000.0,114800000.0,2531400000.0,254600000.0,441000000.0,-53500000.0,3334400000.0,30.9950008392334,2312400.0
2017-05-04,2017,10-Q,Q1,Herbalife,HLF,mlm,1,2017,2017-03-31,packaged-foods,consumer-defensive,29.06999969482422,1041000.0,3334400000.0,95800000.0,168300000.0,2565400000.0,2369100000.0,196300000.0,47600000.0,93100000.0,2477900000.0,92200000.0,112600000.0,2531400000.0,308700000.0,513500000.0,551400000.0,3334400000.0,24.06999969482422,1935000.0
2017-08-01,2017,10-Q,Q2,Herbalife,HLF,mlm,2,2017,2017-06-30,packaged-foods,consumer-defensive,35.665000915527344,1582600.0,3334400000.0,72900000.0,148400000.0,2565400000.0,2369100000.0,196300000.0,27500000.0,93100000.0,2565400000.0,93100000.0,47600000.0,2369100000.0,95800000.0,168300000.0,196300000.0,3334400000.0,29.06999969482422,1041000.0
2017-11-02,2017,10-Q,Q3,Herbalife,HLF,mlm,3,2017,2017-09-30,packaged-foods,consumer-defensive,33.915000915527344,1075400.0,3334400000.0,160600000.0,299900000.0,2565400000.0,2369100000.0,196300000.0,69200000.0,93100000.0,2565400000.0,93100000.0,27500000.0,2369100000.0,72900000.0,148400000.0,196300000.0,3334400000.0,35.665000915527344,1582600.0
2018-02-22,2017,10-K,FY,Herbalife,HLF,mlm,4,2017,2017-12-31,packaged-foods,consumer-defensive,33.86000061035156,1229000.0,3334400000.0,339100000.0,583600000.0,2565400000.0,2369100000.0,-334400000.0,147300000.0,92700000.0,2565400000.0,93100000.0,69200000.0,2369100000.0,160600000.0,299900000.0,196300000.0,3334400000.0,33.915000915527344,1075400.0
2018-05-03,2018,10-Q,Q1,Herbalife,HLF,mlm,1,2018,2018-03-31,packaged-foods,consumer-defensive,48.73500061035156,1513600.0,3334400000.0,85200000.0,143800000.0,2895100000.0,3229800000.0,-334700000.0,28400000.0,82300000.0,2565400000.0,92700000.0,147300000.0,2369100000.0,339100000.0,583600000.0,-334400000.0,3334400000.0,33.86000061035156,1229000.0
2018-08-01,2018,10-Q,Q2,Herbalife,HLF,mlm,2,2018,2018-06-30,packaged-foods,consumer-defensive,53.720001220703125,1111100.0,3334400000.0,222800000.0,348700000.0,2895100000.0,3229800000.0,-334700000.0,57800000.0,164700000.0,2895100000.0,82300000.0,28400000.0,3229800000.0,85200000.0,143800000.0,-334700000.0,3334400000.0,48.73500061035156,1513600.0
2018-10-30,2018,10-Q,Q3,Herbalife,HLF,mlm,3,2018,2018-09-30,packaged-foods,consumer-defensive,54.54999923706055,708200.0,3334400000.0,277300000.0,468000000.0,2895100000.0,3229800000.0,-334700000.0,84200000.0,164700000.0,2895100000.0,164700000.0,57800000.0,3229800000.0,222800000.0,348700000.0,-334700000.0,3334400000.0,53.720001220703125,1111100.0
2019-02-19,2018,10-K,FY,Herbalife,HLF,mlm,4,2018,2018-12-31,packaged-foods,consumer-defensive,58.95000076293945,1013800.0,4488400000.0,260000000.0,458100000.0,2895100000.0,3229800000.0,-53500000.0,104700000.0,186300000.0,2895100000.0,164700000.0,84200000.0,3229800000.0,277300000.0,468000000.0,-334700000.0,3334400000.0,54.54999923706055,708200.0
2019-05-02,2019,10-Q,Q1,Herbalife,HLF,mlm,1,2019,2019-03-31,packaged-foods,consumer-defensive,52.9900016784668,1332200.0,1176900000.0,82100000.0,155800000.0,2789800000.0,3513200000.0,-334700000.0,9400000.0,142800000.0,2895100000.0,186300000.0,104700000.0,3229800000.0,260000000.0,458100000.0,-53500000.0,4488400000.0,58.95000076293945,1013800.0
2019-08-01,2019,10-Q,Q2,Herbalife,HLF,mlm,2,2019,2019-06-30,packaged-foods,consumer-defensive,42.7599983215332,2751400.0,2462400000.0,176500000.0,347600000.0,2789800000.0,3513200000.0,-334700000.0,57800000.0,142800000.0,2789800000.0,142800000.0,9400000.0,3513200000.0,82100000.0,155800000.0,-334700000.0,1176900000.0,52.9900016784668,1332200.0
2019-10-29,2019,10-Q,Q3,Herbalife,HLF,mlm,3,2019,2019-09-30,packaged-foods,consumer-defensive,37.86000061035156,1417700.0,3705200000.0,247700000.0,534900000.0,2789800000.0,3513200000.0,-334700000.0,103100000.0,142800000.0,2789800000.0,142800000.0,57800000.0,3513200000.0,176500000.0,347600000.0,-334700000.0,2462400000.0,42.7599983215332,2751400.0
2020-02-18,2019,10-K,FY,Herbalife,HLF,mlm,4,2019,2019-12-31,packaged-foods,consumer-defensive,47.66999816894531,1548400.0,4427700000.0,213900000.0,617100000.0,2789800000.0,3513200000.0,196300000.0,257300000.0,164700000.0,2789800000.0,142800000.0,103100000.0,3513200000.0,247700000.0,534900000.0,-334700000.0,3705200000.0,37.86000061035156,1417700.0
2020-05-07,2020,10-Q,Q1,Herbalife,HLF,mlm,1,2020,2020-03-31,packaged-foods,consumer-defensive,29.15999984741211,938900.0,1172200000.0,96300000.0,163000000.0,2678600000.0,3068600000.0,-723400000.0,39100000.0,137400000.0,2789800000.0,164700000.0,257300000.0,3513200000.0,213900000.0,617100000.0,196300000.0,4427700000.0,47.66999816894531,1548400.0
2020-08-06,2020,10-Q,Q2,Herbalife,HLF,mlm,2,2020,2020-06-30,packaged-foods,consumer-defensive,44.97999954223633,912500.0,2412300000.0,172800000.0,316100000.0,2678600000.0,3068600000.0,-723400000.0,85300000.0,137400000.0,2678600000.0,137400000.0,39100000.0,3068600000.0,96300000.0,163000000.0,-723400000.0,1172200000.0,29.15999984741211,938900.0
2020-11-05,2020,10-Q,Q3,Herbalife,HLF,mlm,3,2020,2020-09-30,packaged-foods,consumer-defensive,46.650001525878906,978000.0,3656800000.0,254300000.0,459700000.0,2678600000.0,3068600000.0,-723400000.0,117100000.0,137400000.0,2678600000.0,137400000.0,85300000.0,3068600000.0,172800000.0,316100000.0,-723400000.0,2412300000.0,44.97999954223633,912500.0
2021-02-17,2020,10-K,FY,Herbalife,HLF,mlm,4,2020,2020-12-31,packaged-foods,consumer-defensive,48.04999923706055,368300.0,4891800000.0,296600000.0,683100000.0,2678600000.0,3068600000.0,-334700000.0,167600000.0,142800000.0,2678600000.0,137400000.0,117100000.0,3068600000.0,254300000.0,459700000.0,-723400000.0,3656800000.0,46.650001525878906,978000.0
2021-05-04,2021,10-Q,Q1,Herbalife,HLF,mlm,1,2021,2021-03-31,packaged-foods,consumer-defensive,44.36000061035156,1003700.0,1262400000.0,45600000.0,95600000.0,3076100000.0,3932200000.0,-390000000.0,25000000.0,120100000.0,2678600000.0,142800000.0,167600000.0,3068600000.0,296600000.0,683100000.0,-334700000.0,4891800000.0,48.04999923706055,368300.0
2021-08-03,2021,10-Q,Q2,Herbalife,HLF,mlm,2,2021,2021-06-30,packaged-foods,consumer-defensive,52.72999954223633,900800.0,2609300000.0,160700000.0,285300000.0,3076100000.0,3932200000.0,-390000000.0,70800000.0,120100000.0,3076100000.0,120100000.0,25000000.0,3932200000.0,45600000.0,95600000.0,-390000000.0,1262400000.0,44.36000061035156,1003700.0
2021-11-02,2021,10-Q,Q3,Herbalife,HLF,mlm,3,2021,2021-09-30,packaged-foods,consumer-defensive,42.380001068115234,1334700.0,4131100000.0,298800000.0,492200000.0,3076100000.0,3932200000.0,-390000000.0,104400000.0,120100000.0,3076100000.0,120100000.0,70800000.0,3932200000.0,160700000.0,285300000.0,-390000000.0,2609300000.0,52.72999954223633,900800.0
2022-02-23,2021,10-K,FY,Herbalife,HLF,mlm,4,2021,2021-12-31,packaged-foods,consumer-defensive,40.93000030517578,941000.0,4877100000.0,311000000.0,568100000.0,3076100000.0,3932200000.0,-723400000.0,140400000.0,137400000.0,3076100000.0,120100000.0,104400000.0,3932200000.0,298800000.0,492200000.0,-390000000.0,4131100000.0,42.380001068115234,1334700.0
2022-05-03,2022,10-Q,Q1,Herbalife,HLF,mlm,1,2022,2022-03-31,packaged-foods,consumer-defensive,30.36000061035156,1341300.0,1501600000.0,147400000.0,222500000.0,2819800000.0,4211300000.0,-856100000.0,37600000.0,100800000.0,3076100000.0,137400000.0,140400000.0,3932200000.0,311000000.0,568100000.0,-723400000.0,4877100000.0,40.93000030517578,941000.0
2022-08-02,2022,10-Q,Q2,Herbalife,HLF,mlm,2,2022,2022-06-30,packaged-foods,consumer-defensive,20.450000762939453,1380000.0,3053900000.0,291600000.0,460400000.0,2819800000.0,4211300000.0,-856100000.0,69900000.0,100800000.0,2819800000.0,100800000.0,37600000.0,4211300000.0,147400000.0,222500000.0,-856100000.0,1501600000.0,30.36000061035156,1341300.0
2022-10-31,2022,10-Q,Q3,Herbalife,HLF,mlm,3,2022,2022-09-30,packaged-foods,consumer-defensive,19.88999938964844,999400.0,4484800000.0,409000000.0,649800000.0,2819800000.0,4211300000.0,-856100000.0,104200000.0,100800000.0,2819800000.0,100800000.0,69900000.0,4211300000.0,291600000.0,460400000.0,-856100000.0,3053900000.0,20.450000762939453,1380000.0
2023-02-14,2022,10-K,FY,Herbalife,HLF,mlm,4,2022,2022-12-31,packaged-foods,consumer-defensive,14.880000114440918,920600.0,5541800000.0,372600000.0,640600000.0,2819800000.0,4211300000.0,-390000000.0,143800000.0,120100000.0,2819800000.0,100800000.0,104200000.0,4211300000.0,409000000.0,649800000.0,-856100000.0,4484800000.0,19.88999938964844,999400.0
2023-05-02,2023,10-Q,Q1,Herbalife,HLF,mlm,1,2023,2023-03-31,packaged-foods,consumer-defensive,16.100000381469727,1105400.0,1335800000.0,98200000.0,153100000.0,2732000000.0,3997900000.0,-1391500000.0,25200000.0,97900000.0,2819800000.0,120100000.0,143800000.0,4211300000.0,372600000.0,640600000.0,-390000000.0,5541800000.0,14.880000114440918,920600.0
2023-08-02,2023,10-Q,Q2,Herbalife,HLF,mlm,2,2023,2023-06-30,packaged-foods,consumer-defensive,13.239999771118164,956700.0,2728500000.0,184700000.0,308900000.0,2732000000.0,3997900000.0,-1391500000.0,62800000.0,97900000.0,2732000000.0,97900000.0,25200000.0,3997900000.0,98200000.0,153100000.0,-1391500000.0,1335800000.0,16.100000381469727,1105400.0
2023-11-01,2023,10-Q,Q3,Herbalife,HLF,mlm,3,2023,2023-09-30,packaged-foods,consumer-defensive,13.989999771118164,1944200.0,4023600000.0,266900000.0,456300000.0,2732000000.0,3997900000.0,-1391500000.0,93500000.0,97900000.0,2732000000.0,97900000.0,62800000.0,3997900000.0,184700000.0,308900000.0,-1391500000.0,2728500000.0,13.239999771118164,956700.0
2024-02-14,2023,10-K,FY,Herbalife,HLF,mlm,4,2023,2023-12-31,packaged-foods,consumer-defensive,15.260000228881836,702900.0,5802800000.0,447200000.0,734100000.0,2732000000.0,3997900000.0,-856100000.0,113600000.0,100800000.0,2732000000.0,97900000.0,93500000.0,3997900000.0,266900000.0,456300000.0,-1391500000.0,4023600000.0,13.989999771118164,1944200.0
2024-05-01,2024,10-Q,Q1,Herbalife,HLF,mlm,1,2024,2024-03-31,packaged-foods,consumer-defensive,10.050000190734863,1982200.0,1252100000.0,29300000.0,70500000.0,2809400000.0,3869700000.0,-1265900000.0,1800000.0,99200000.0,2732000000.0,100800000.0,113600000.0,3997900000.0,447200000.0,734100000.0,-856100000.0,5802800000.0,15.260000228881836,702900.0
2024-07-31,2024,10-Q,Q2,Herbalife,HLF,mlm,2,2024,2024-06-30,packaged-foods,consumer-defensive,10.390000343322754,2087700.0,2566100000.0,89200000.0,193900000.0,2809400000.0,3869700000.0,-1265900000.0,26900000.0,99200000.0,2809400000.0,99200000.0,1800000.0,3869700000.0,29300000.0,70500000.0,-1265900000.0,1252100000.0,10.050000190734863,1982200.0
2024-10-30,2024,10-Q,Q3,Herbalife,HLF,mlm,3,2024,2024-09-30,packaged-foods,consumer-defensive,7.190000057220459,1313400.0,3847400000.0,132000000.0,300600000.0,2809400000.0,3869700000.0,-1265900000.0,53300000.0,99200000.0,2809400000.0,99200000.0,26900000.0,3869700000.0,89200000.0,193900000.0,-1265900000.0,2566100000.0,10.390000343322754,2087700.0
2025-02-19,2024,10-K,FY,Herbalife,HLF,mlm,4,2024,2024-12-31,packaged-foods,consumer-defensive,6.690000057220459,1663000.0,5204400000.0,321300000.0,545200000.0,2809400000.0,3869700000.0,-1391500000.0,103500000.0,97900000.0,2809400000.0,99200000.0,53300000.0,3869700000.0,132000000.0,300600000.0,-1265900000.0,3847400000.0,7.190000057220459,1313400.0
2025-04-30,2025,10-Q,Q1,Herbalife,HLF,mlm,1,2025,2025-03-31,packaged-foods,consumer-defensive,8.630000114440918,2141200.0,1264300000.0,24300000.0,71900000.0,2728100000.0,3529200000.0,-1060300000.0,9700000.0,101200000.0,2809400000.0,97900000.0,103500000.0,3869700000.0,321300000.0,545200000.0,-1391500000.0,5204400000.0,6.690000057220459,1663000.0
2025-08-06,2025,10-Q,Q2,Herbalife,HLF,mlm,2,2025,2025-06-30,packaged-foods,consumer-defensive,8.619999885559082,1302200.0,2545400000.0,29000000.0,152300000.0,2728100000.0,3529200000.0,-801100000.0,17200000.0,101200000.0,2728100000.0,101200000.0,9700000.0,3529200000.0,24300000.0,71900000.0,-1060300000.0,1264300000.0,8.630000114440918,2141200.0
2025-11-05,2025,10-Q,Q3,Herbalife,HLF,mlm,3,2025,2025-09-30,packaged-foods,consumer-defensive,8.4399995803833,1226600.0,3785700000.0,76400000.0,279400000.0,2728100000.0,3529200000.0,-801100000.0,40400000.0,101200000.0,2728100000.0,101200000.0,17200000.0,3529200000.0,29000000.0,152300000.0,-801100000.0,2545400000.0,8.619999885559082,1302200.0
2026-02-18,2025,10-K,FY,Herbalife,HLF,mlm,4,2025,2025-12-31,packaged-foods,consumer-defensive,12.84000015258789,1851500.0,5062400000.0,142200000.0,356400000.0,2728100000.0,3529200000.0,-801100000.0,60800000.0,99200000.0,2728100000.0,101200000.0,40400000.0,3529200000.0,76400000.0,279400000.0,-801100000.0,3785700000.0,8.4399995803833,1226600.0
2023-11-13,2023,10-Q,Q3,Instacart,CART,gig,3,2023,2023-09-30,internet-retail,consumer-cyclical,29.690000534057617,1928600.0,1794000000.0,-82000000.0,-40000000.0,3669000000.0,911000000.0,-573000000.0,-2000000.0,72230000.0,,,,,,,,,,
2024-03-05,2023,10-K,FY,Instacart,CART,gig,4,2023,2023-12-31,internet-retail,consumer-cyclical,23.46999931335449,1207300.0,1834000000.0,-73000000.0,-86000000.0,3669000000.0,911000000.0,-981000000.0,1000000.0,72230000.0,3669000000.0,72230000.0,-2000000.0,911000000.0,-82000000.0,-40000000.0,-573000000.0,1794000000.0,29.690000534057617,1928600.0
2024-05-10,2024,10-Q,Q1,Instacart,CART,gig,1,2024,2024-03-31,internet-retail,consumer-cyclical,37.290000915527344,2090100.0,759000000.0,128000000.0,150000000.0,4727000000.0,800000000.0,-64000000.0,36000000.0,279046000.0,3669000000.0,72230000.0,1000000.0,911000000.0,-73000000.0,-86000000.0,-981000000.0,1834000000.0,23.46999931335449,1207300.0
2024-08-09,2024,10-Q,Q2,Instacart,CART,gig,2,2024,2024-06-30,internet-retail,consumer-cyclical,32.13999938964844,14138400.0,1475000000.0,128000000.0,269000000.0,4727000000.0,800000000.0,-64000000.0,64000000.0,279046000.0,4727000000.0,279046000.0,36000000.0,800000000.0,128000000.0,150000000.0,-64000000.0,759000000.0,37.290000915527344,2090100.0
2024-11-13,2024,10-Q,Q3,Instacart,CART,gig,3,2024,2024-09-30,internet-retail,consumer-cyclical,40.7400016784668,2482900.0,2239000000.0,128000000.0,-2188000000.0,4727000000.0,800000000.0,-64000000.0,-376000000.0,279046000.0,4727000000.0,279046000.0,64000000.0,800000000.0,128000000.0,269000000.0,-64000000.0,1475000000.0,32.13999938964844,14138400.0
2025-02-28,2024,10-K,FY,Instacart,CART,gig,4,2024,2024-12-31,internet-retail,consumer-cyclical,41.41999816894531,1749600.0,2551000000.0,428000000.0,62000000.0,4727000000.0,800000000.0,-573000000.0,-357000000.0,279046000.0,4727000000.0,279046000.0,-376000000.0,800000000.0,128000000.0,-2188000000.0,-64000000.0,2239000000.0,40.7400016784668,2482900.0
2025-05-08,2025,10-Q,Q1,Instacart,CART,gig,1,2025,2025-03-31,internet-retail,consumer-cyclical,39.88999938964844,2888300.0,820000000.0,130000000.0,144000000.0,4115000000.0,836000000.0,3750000000.0,35000000.0,260964000.0,4727000000.0,279046000.0,-357000000.0,800000000.0,428000000.0,62000000.0,-573000000.0,2551000000.0,41.41999816894531,1749600.0
2025-08-08,2025,10-Q,Q2,Instacart,CART,gig,2,2025,2025-06-30,internet-retail,consumer-cyclical,45.2400016784668,2901500.0,1643000000.0,130000000.0,196000000.0,4115000000.0,836000000.0,3750000000.0,42000000.0,260964000.0,4115000000.0,260964000.0,35000000.0,836000000.0,130000000.0,144000000.0,3750000000.0,820000000.0,39.88999938964844,2888300.0
2025-11-10,2025,10-Q,Q3,Instacart,CART,gig,3,2025,2025-09-30,internet-retail,consumer-cyclical,36.7599983215332,21518900.0,2495000000.0,130000000.0,334000000.0,4115000000.0,836000000.0,3750000000.0,77000000.0,260964000.0,4115000000.0,260964000.0,42000000.0,836000000.0,130000000.0,196000000.0,3750000000.0,1643000000.0,45.2400016784668,2901500.0
2026-02-26,2025,10-K,FY,Instacart,CART,gig,4,2025,2025-12-31,internet-retail,consumer-cyclical,44.959999084472656,2330600.0,3042000000.0,-1622000000.0,-2142000000.0,4115000000.0,836000000.0,-64000000.0,-439000000.0,260964000.0,4115000000.0,260964000.0,77000000.0,836000000.0,130000000.0,334000000.0,3750000000.0,2495000000.0,36.7599983215332,21518900.0
2019-05-14,2019,10-Q,Q1,Lyft,LYFT,gig,1,2019,2019-03-31,software-application,technology,78.29000091552734,71485200.0,397188000.0,-234339000.0,-245379000.0,3760043000.0,1479277000.0,-1979438000.0,406000.0,22438472.0,,,,,,,,,,
2019-08-13,2019,10-Q,Q2,Lyft,LYFT,gig,2,2019,2019-06-30,software-application,technology,65.70999908447266,6317400.0,902100000.0,-234339000.0,-439013000.0,3760043000.0,1479277000.0,-1979438000.0,637000.0,22438472.0,3760043000.0,22438472.0,406000.0,1479277000.0,-234339000.0,-245379000.0,-1979438000.0,397188000.0,78.29000091552734,71485200.0
2019-11-04,2019,10-Q,Q3,Lyft,LYFT,gig,3,2019,2019-09-30,software-application,technology,40.84000015258789,3910300.0,1487051000.0,-234339000.0,-707688000.0,3760043000.0,1479277000.0,-1979438000.0,1147000.0,22438472.0,3760043000.0,22438472.0,637000.0,1479277000.0,-234339000.0,-439013000.0,-1979438000.0,902100000.0,65.70999908447266,6317400.0
2020-02-28,2019,10-K,FY,Lyft,LYFT,gig,4,2019,2019-12-31,software-application,technology,43.02000045776367,5499600.0,1059881000.0,-688301000.0,-708272000.0,3760043000.0,1479277000.0,-1303730000.0,556000.0,22438472.0,3760043000.0,22438472.0,1147000.0,1479277000.0,-234339000.0,-707688000.0,-1979438000.0,1487051000.0,40.84000015258789,3910300.0
2020-05-08,2020,10-Q,Q1,Lyft,LYFT,gig,1,2020,2020-03-31,software-application,technology,26.850000381469727,5773200.0,776027000.0,-1138473000.0,-1156890000.0,5691383000.0,2837299000.0,-2871281000.0,1383000.0,22438472.0,3760043000.0,22438472.0,556000.0,1479277000.0,-688301000.0,-708272000.0,-1303730000.0,1059881000.0,43.02000045776367,5499600.0
